gene,category
Montipora_capitata_HIv3___TS.g47027.t2,ko04620
Montipora_capitata_HIv3___TS.g47027.t2,ko04621
Montipora_capitata_HIv3___TS.g47027.t2,ko04622
Montipora_capitata_HIv3___TS.g47027.t2,ko04657
Montipora_capitata_HIv3___TS.g47027.t2,ko04668
Montipora_capitata_HIv3___TS.g47027.t2,ko04920
Montipora_capitata_HIv3___TS.g47027.t2,ko04932
Montipora_capitata_HIv3___TS.g47027.t2,ko05160
Montipora_capitata_HIv3___TS.g47027.t2,ko05165
Montipora_capitata_HIv3___TS.g47027.t2,ko05167
Montipora_capitata_HIv3___TS.g47027.t2,ko05168
Montipora_capitata_HIv3___TS.g47027.t2,ko05169
Montipora_capitata_HIv3___TS.g47027.t2,ko05200
Montipora_capitata_HIv3___TS.g47027.t2,ko05203
Montipora_capitata_HIv3___TS.g47027.t2,ko05222
Montipora_capitata_HIv3___RNAseq.g40587.t1,ko00330
Montipora_capitata_HIv3___RNAseq.g40598.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g40598.t1,ko04111
Montipora_capitata_HIv3___RNAseq.g40598.t1,ko04113
Montipora_capitata_HIv3___RNAseq.g40598.t1,ko04114
Montipora_capitata_HIv3___RNAseq.g40598.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g40598.t1,ko04657
Montipora_capitata_HIv3___RNAseq.g40598.t1,ko04914
Montipora_capitata_HIv3___RNAseq.g40598.t1,ko05166
Montipora_capitata_HIv3___RNAseq.g40601.t1,ko03008
Montipora_capitata_HIv3___RNAseq.g40601.t1,ko05205
Montipora_capitata_HIv3___RNAseq.g40615.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g40614.t1,ko04122
Montipora_capitata_HIv3___RNAseq.g40621.t1,ko00260
Montipora_capitata_HIv3___RNAseq.g40621.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko03320
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko04151
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko04214
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko04659
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko04919
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko04920
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko04932
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko04976
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko05160
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko05200
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko05202
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko05216
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko05222
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko05223
Montipora_capitata_HIv3___RNAseq.g40622.t1a,ko05226
Montipora_capitata_HIv3___RNAseq.g40626.t1,ko04130
Montipora_capitata_HIv3___RNAseq.g40631.t1,ko03320
Montipora_capitata_HIv3___RNAseq.g40631.t1,ko04931
Montipora_capitata_HIv3___RNAseq.g40630.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g40630.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g40630.t1,ko05014
Montipora_capitata_HIv3___RNAseq.g40630.t1,ko05168
Montipora_capitata_HIv3___TS.g47092.t1,ko03320
Montipora_capitata_HIv3___TS.g47092.t1,ko04931
Montipora_capitata_HIv3___RNAseq.g40647.t1,ko00230
Montipora_capitata_HIv3___RNAseq.g40647.t1,ko00232
Montipora_capitata_HIv3___RNAseq.g40647.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g40647.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g40675.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g40675.t1,ko04111
Montipora_capitata_HIv3___RNAseq.g40696.t1,ko00563
Montipora_capitata_HIv3___RNAseq.g40696.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g40712.t1,ko04360
Montipora_capitata_HIv3___RNAseq.g40712.t1,ko04745
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko04510
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko04512
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko05020
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko05145
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko05146
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko05165
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g40741.t1,ko05222
Montipora_capitata_HIv3___RNAseq.g40749.t1,ko00511
Montipora_capitata_HIv3___RNAseq.g40749.t1,ko00513
Montipora_capitata_HIv3___RNAseq.g40749.t1,ko00520
Montipora_capitata_HIv3___RNAseq.g40749.t1,ko00531
Montipora_capitata_HIv3___RNAseq.g40749.t1,ko00603
Montipora_capitata_HIv3___RNAseq.g40749.t1,ko00604
Montipora_capitata_HIv3___RNAseq.g40749.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g40749.t1,ko04142
Montipora_capitata_HIv3___RNAseq.g40753.t1,ko03015
Montipora_capitata_HIv3___RNAseq.g40824.t1,ko00640
Montipora_capitata_HIv3___RNAseq.g40808.t1,ko04721
Montipora_capitata_HIv3___RNAseq.g40830.t1,ko03010
Montipora_capitata_HIv3___TS.g47225.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g40770.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g40770.t1,ko05120
Montipora_capitata_HIv3___TS.g47232.t1,ko04214
Montipora_capitata_HIv3___TS.g47232.t1,ko04215
Montipora_capitata_HIv3___RNAseq.g40772.t1,ko04142
Montipora_capitata_HIv3___RNAseq.g40772.t1,ko04144
Montipora_capitata_HIv3___RNAseq.g40772.t1,ko04721
Montipora_capitata_HIv3___RNAseq.g40772.t1,ko04961
Montipora_capitata_HIv3___RNAseq.g40772.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g40772.t1,ko05100
Montipora_capitata_HIv3___RNAseq.g40837.t1,ko00563
Montipora_capitata_HIv3___RNAseq.g40837.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g40832.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g40835.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g40839.t1,ko00680
Montipora_capitata_HIv3___RNAseq.g40838.t1,ko00680
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko01524
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04115
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04214
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04215
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04217
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04620
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04621
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04622
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04624
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04650
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04657
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04668
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04726
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko04933
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05014
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05120
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05133
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05134
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05142
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05145
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05146
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05152
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05161
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05165
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05167
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05168
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05203
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05205
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05210
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05222
Montipora_capitata_HIv3___RNAseq.g40843.t1,ko05416
Montipora_capitata_HIv3___RNAseq.g40844.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko04145
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko04721
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko04966
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko05110
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko05120
Montipora_capitata_HIv3___RNAseq.g40850.t1,ko05323
Montipora_capitata_HIv3___RNAseq.g40862.t1,ko03008
Montipora_capitata_HIv3___RNAseq.g40862.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g40906.t1,ko04064
Montipora_capitata_HIv3___RNAseq.g40906.t1,ko04660
Montipora_capitata_HIv3___RNAseq.g40906.t1,ko04662
Montipora_capitata_HIv3___RNAseq.g40906.t1,ko05152
Montipora_capitata_HIv3___RNAseq.g40871.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g40871.t1,ko05132
Montipora_capitata_HIv3___RNAseq.g40874.t1,ko00230
Montipora_capitata_HIv3___RNAseq.g40874.t1,ko00730
Montipora_capitata_HIv3___RNAseq.g40874.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g40874.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g40874.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g40940.t1,ko04964
Montipora_capitata_HIv3___RNAseq.g40940.t1,ko04974
Montipora_capitata_HIv3___RNAseq.g40940.t1,ko04976
Montipora_capitata_HIv3___RNAseq.g40940.t1,ko04978
Montipora_capitata_HIv3___RNAseq.g40941.t2,ko00380
Montipora_capitata_HIv3___RNAseq.g40941.t2,ko00450
Montipora_capitata_HIv3___RNAseq.g40941.t2,ko01100
Montipora_capitata_HIv3___RNAseq.g40941.t2,ko05204
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04072
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04152
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04211
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04218
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko04910
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko05165
Montipora_capitata_HIv3___RNAseq.g40951.t1,ko05231
Montipora_capitata_HIv3___RNAseq.g40981.t1,ko00240
Montipora_capitata_HIv3___RNAseq.g40981.t1,ko00983
Montipora_capitata_HIv3___RNAseq.g40981.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g40978.t1,ko04142
Montipora_capitata_HIv3___RNAseq.g40991.t1,ko04918
Montipora_capitata_HIv3___RNAseq.g41018.t1,ko04152
Montipora_capitata_HIv3___RNAseq.g41023.t1,ko04621
Montipora_capitata_HIv3___RNAseq.g41024.t1,ko03050
Montipora_capitata_HIv3___RNAseq.g41041.t1,ko00940
Montipora_capitata_HIv3___RNAseq.g41041.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41041.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g41044.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g41044.t1,ko04015
Montipora_capitata_HIv3___RNAseq.g41044.t1,ko04072
Montipora_capitata_HIv3___RNAseq.g41044.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g41044.t1,ko05210
Montipora_capitata_HIv3___RNAseq.g41044.t1,ko05212
Montipora_capitata_HIv3___RNAseq.g41044.t1,ko05231
Montipora_capitata_HIv3___RNAseq.g41033.t1,ko00220
Montipora_capitata_HIv3___RNAseq.g41033.t1,ko00250
Montipora_capitata_HIv3___RNAseq.g41033.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41033.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g41033.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g41033.t1,ko01230
Montipora_capitata_HIv3___RNAseq.g41033.t1,ko05418
Montipora_capitata_HIv3___RNAseq.g41045.t1,ko04658
Montipora_capitata_HIv3___RNAseq.g41045.t1,ko04659
Montipora_capitata_HIv3___RNAseq.g41045.t1,ko05321
Montipora_capitata_HIv3___RNAseq.g41052.t1,ko00514
Montipora_capitata_HIv3___RNAseq.g41052.t1,ko00515
Montipora_capitata_HIv3___RNAseq.g41052.t1,ko01100
Montipora_capitata_HIv3___TS.g47522.t1,ko00514
Montipora_capitata_HIv3___TS.g47522.t1,ko00515
Montipora_capitata_HIv3___TS.g47522.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41054.t1,ko03440
Montipora_capitata_HIv3___RNAseq.g41054.t1,ko03460
Montipora_capitata_HIv3___TS.g47527.t2,ko05030
Montipora_capitata_HIv3___RNAseq.g41064.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g41064.t1,ko04111
Montipora_capitata_HIv3___RNAseq.g41064.t1,ko04113
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko00561
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko00564
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko04072
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko04610
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko04975
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko05133
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko05150
Montipora_capitata_HIv3___RNAseq.g41104.t1,ko05322
Montipora_capitata_HIv3___RNAseq.g41105.t1,ko05202
Montipora_capitata_HIv3___RNAseq.g41119.t1,ko05231
Montipora_capitata_HIv3___RNAseq.g41125.t1,ko05231
Montipora_capitata_HIv3___RNAseq.g41156.t1,ko04910
Montipora_capitata_HIv3___RNAseq.g41149.t1,ko00270
Montipora_capitata_HIv3___RNAseq.g41149.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41149.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g41160.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g41160.t1,ko04137
Montipora_capitata_HIv3___RNAseq.g41160.t1,ko05012
Montipora_capitata_HIv3___TS.g47636.t3,ko03040
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04020
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04721
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04725
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04726
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04727
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04728
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko04930
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko05032
Montipora_capitata_HIv3___RNAseq.g41162.t1,ko05033
Montipora_capitata_HIv3___RNAseq.g41165.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g41165.t1,ko04111
Montipora_capitata_HIv3___RNAseq.g41165.t1,ko04113
Montipora_capitata_HIv3___RNAseq.g41165.t1,ko04114
Montipora_capitata_HIv3___RNAseq.g41165.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g41165.t1,ko04914
Montipora_capitata_HIv3___RNAseq.g41165.t1,ko05166
Montipora_capitata_HIv3___RNAseq.14638_t,ko04725
Montipora_capitata_HIv3___RNAseq.14638_t,ko05231
Montipora_capitata_HIv3___RNAseq.g41182.t1,ko04725
Montipora_capitata_HIv3___RNAseq.g41182.t1,ko05231
Montipora_capitata_HIv3___RNAseq.g41201.t1,ko00620
Montipora_capitata_HIv3___RNAseq.g41202.t1,ko00620
Montipora_capitata_HIv3___RNAseq.g41203.t1,ko00532
Montipora_capitata_HIv3___RNAseq.g41205.t1,ko04115
Montipora_capitata_HIv3___RNAseq.g41199.t1,ko03018
Montipora_capitata_HIv3___RNAseq.g41188.t1,ko04713
Montipora_capitata_HIv3___RNAseq.g41191.t1,ko00270
Montipora_capitata_HIv3___RNAseq.g41191.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41191.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g41210.t1,ko03460
Montipora_capitata_HIv3___RNAseq.g41209.t2,ko05231
Montipora_capitata_HIv3___RNAseq.g41218.t1,ko04714
Montipora_capitata_HIv3___RNAseq.14688_t,ko04151
Montipora_capitata_HIv3___RNAseq.14688_t,ko04510
Montipora_capitata_HIv3___RNAseq.14688_t,ko04512
Montipora_capitata_HIv3___RNAseq.14688_t,ko05020
Montipora_capitata_HIv3___RNAseq.14688_t,ko05145
Montipora_capitata_HIv3___RNAseq.14688_t,ko05146
Montipora_capitata_HIv3___RNAseq.14688_t,ko05165
Montipora_capitata_HIv3___RNAseq.14688_t,ko05200
Montipora_capitata_HIv3___RNAseq.14688_t,ko05222
Montipora_capitata_HIv3___RNAseq.g41216.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g41216.t1,ko04510
Montipora_capitata_HIv3___RNAseq.g41216.t1,ko04512
Montipora_capitata_HIv3___RNAseq.g41216.t1,ko05145
Montipora_capitata_HIv3___RNAseq.g41216.t1,ko05146
Montipora_capitata_HIv3___RNAseq.g41216.t1,ko05165
Montipora_capitata_HIv3___RNAseq.g41216.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g41216.t1,ko05222
Montipora_capitata_HIv3___RNAseq.g41223.t1,ko03015
Montipora_capitata_HIv3___RNAseq.g41251.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g41225.t1,ko03015
Montipora_capitata_HIv3___RNAseq.g41225.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g41261.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g41315.t1,ko00310
Montipora_capitata_HIv3___RNAseq.g41315.t1,ko04211
Montipora_capitata_HIv3___RNAseq.g41317.t1,ko00650
Montipora_capitata_HIv3___RNAseq.g41317.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41318.t1,ko00514
Montipora_capitata_HIv3___RNAseq.g41329.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g41329.t1,ko05203
Montipora_capitata_HIv3___TS.g47830.t2,ko00071
Montipora_capitata_HIv3___TS.g47830.t2,ko00280
Montipora_capitata_HIv3___TS.g47830.t2,ko00410
Montipora_capitata_HIv3___TS.g47830.t2,ko00640
Montipora_capitata_HIv3___TS.g47830.t2,ko01100
Montipora_capitata_HIv3___TS.g47830.t2,ko01110
Montipora_capitata_HIv3___TS.g47830.t2,ko01130
Montipora_capitata_HIv3___TS.g47830.t2,ko01200
Montipora_capitata_HIv3___TS.g47830.t2,ko01212
Montipora_capitata_HIv3___TS.g47830.t2,ko03320
Montipora_capitata_HIv3___RNAseq.g41360.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g41361.t1,ko04622
Montipora_capitata_HIv3___TS.g47843.t1,ko00230
Montipora_capitata_HIv3___TS.g47843.t1,ko00240
Montipora_capitata_HIv3___TS.g47843.t1,ko01100
Montipora_capitata_HIv3___TS.g47843.t1,ko03030
Montipora_capitata_HIv3___TS.g47843.t1,ko03410
Montipora_capitata_HIv3___TS.g47843.t1,ko03420
Montipora_capitata_HIv3___TS.g47843.t1,ko05166
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko03008
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko04064
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko04137
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko04139
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko04310
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko04520
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko04712
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko05162
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko05168
Montipora_capitata_HIv3___RNAseq.g41363.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g41364.t1,ko03018
Montipora_capitata_HIv3___RNAseq.g41364.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g41365.t1,ko03050
Montipora_capitata_HIv3___RNAseq.g41386.t1,ko04144
Montipora_capitata_HIv3___RNAseq.g41386.t1,ko04666
Montipora_capitata_HIv3___RNAseq.g41386.t1,ko04810
Montipora_capitata_HIv3___RNAseq.g41386.t1,ko05100
Montipora_capitata_HIv3___RNAseq.g41386.t1,ko05130
Montipora_capitata_HIv3___RNAseq.g41386.t1,ko05131
Montipora_capitata_HIv3___RNAseq.g41386.t1,ko05132
Montipora_capitata_HIv3___RNAseq.g41393.t1,ko03008
Montipora_capitata_HIv3___TS.g47875.t1,ko04136
Montipora_capitata_HIv3___TS.g47875.t1,ko04137
Montipora_capitata_HIv3___TS.g47875.t1,ko04138
Montipora_capitata_HIv3___TS.g47875.t1,ko04140
Montipora_capitata_HIv3___TS.g47875.t1,ko04211
Montipora_capitata_HIv3___TS.g47875.t1,ko04213
Montipora_capitata_HIv3___TS.g47875.t1,ko04216
Montipora_capitata_HIv3___TS.g47875.t1,ko04621
Montipora_capitata_HIv3___TS.g47875.t1,ko04622
Montipora_capitata_HIv3___TS.g47875.t1,ko05131
Montipora_capitata_HIv3___RNAseq.g41382.t1,ko04910
Montipora_capitata_HIv3___RNAseq.g41383.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko00920
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko01524
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko02020
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko04115
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko04214
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko04215
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05014
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05134
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05145
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05152
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05161
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05164
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05167
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05168
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05210
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05222
Montipora_capitata_HIv3___RNAseq.g41385.t1,ko05416
Montipora_capitata_HIv3___RNAseq.g41416.t2a,ko00860
Montipora_capitata_HIv3___RNAseq.g41416.t2a,ko04216
Montipora_capitata_HIv3___RNAseq.g41416.t2a,ko04978
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04012
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04013
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04214
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04380
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04530
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04620
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04624
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04660
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04664
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04668
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04722
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04912
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko04926
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko05164
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko05167
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g41402.t1,ko05418
Montipora_capitata_HIv3___RNAseq.g41443.t1,ko03060
Montipora_capitata_HIv3___RNAseq.g41451.t1,ko04080
Montipora_capitata_HIv3___RNAseq.14934_t,ko04140
Montipora_capitata_HIv3___RNAseq.14934_t,ko04144
Montipora_capitata_HIv3___TS.g47945.t2,ko05165
Montipora_capitata_HIv3___TS.g47945.t2,ko05203
Montipora_capitata_HIv3___TS.g47954.t1,ko04064
Montipora_capitata_HIv3___TS.g47954.t1,ko04622
Montipora_capitata_HIv3___TS.g47954.t1,ko04623
Montipora_capitata_HIv3___TS.g47954.t1,ko05160
Montipora_capitata_HIv3___TS.g47954.t1,ko05161
Montipora_capitata_HIv3___TS.g47954.t1,ko05162
Montipora_capitata_HIv3___TS.g47954.t1,ko05164
Montipora_capitata_HIv3___TS.g47954.t1,ko05168
Montipora_capitata_HIv3___TS.g47954.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g41473.t2,ko04150
Montipora_capitata_HIv3___RNAseq.g41473.t2,ko05211
Montipora_capitata_HIv3___RNAseq.g41494.t1,ko00531
Montipora_capitata_HIv3___RNAseq.g41494.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g41494.t1,ko04142
Montipora_capitata_HIv3___RNAseq.g41500.t1,ko04130
Montipora_capitata_HIv3___RNAseq.g41507.t1,ko00532
Montipora_capitata_HIv3___TS.g47999.t2,ko00532
Montipora_capitata_HIv3___RNAseq.g41522.t1,ko00230
Montipora_capitata_HIv3___RNAseq.g41522.t1,ko04927
Montipora_capitata_HIv3___RNAseq.g41522.t1,ko04934
Montipora_capitata_HIv3___RNAseq.g41522.t1,ko05032
Montipora_capitata_HIv3___TS.g48013.t2,ko04141
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04062
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04371
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04713
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04724
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04725
Montipora_capitata_HIv3___RNAseq.g41527.t1,ko04726
