gene,category
Montipora_capitata_HIv3___RNAseq.g38868.t4,ko04391
Montipora_capitata_HIv3___RNAseq.g38868.t4,ko04530
Montipora_capitata_HIv3___RNAseq.g38868.t4,ko05165
Montipora_capitata_HIv3___RNAseq.g38868.t4,ko05203
Montipora_capitata_HIv3___TS.g31398.t1,ko00601
Montipora_capitata_HIv3___TS.g31398.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g38895.t1,ko00601
Montipora_capitata_HIv3___RNAseq.g38895.t1,ko01100
Montipora_capitata_HIv3___TS.g31416.t1,ko00601
Montipora_capitata_HIv3___TS.g31416.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g38904.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g38906.t1,ko00830
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko00220
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko00250
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko00471
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko04724
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko04727
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko04964
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g38914.t1,ko05230
Montipora_capitata_HIv3___RNAseq.g38909.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g38909.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g38909.t1,ko04260
Montipora_capitata_HIv3___RNAseq.g38909.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g38909.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g38909.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g38909.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g38909.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko03015
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g38945.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g38952.t2b,ko00561
Montipora_capitata_HIv3___RNAseq.g38952.t2b,ko00564
Montipora_capitata_HIv3___RNAseq.g38952.t2b,ko01100
Montipora_capitata_HIv3___RNAseq.g38952.t2b,ko01110
Montipora_capitata_HIv3___RNAseq.g38952.t2b,ko04070
Montipora_capitata_HIv3___RNAseq.g38952.t2b,ko04072
Montipora_capitata_HIv3___RNAseq.g38952.t2b,ko05231
Montipora_capitata_HIv3___TS.g31475.t1,ko05014
Montipora_capitata_HIv3___TS.g31487.t2,ko04130
Montipora_capitata_HIv3___TS.g31487.t2,ko04138
Montipora_capitata_HIv3___RNAseq.g38964.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g38966.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko04310
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko04390
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko04520
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko04916
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko04934
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05165
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05200
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05210
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05213
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05215
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05216
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05217
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05221
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05224
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05225
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05226
Montipora_capitata_HIv3___RNAseq.g38976.t2b,ko05412
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04111
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04114
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04310
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04341
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04350
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko04710
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko05168
Montipora_capitata_HIv3___RNAseq.g38992.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04011
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04013
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04114
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04212
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04390
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04391
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko04722
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko05161
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g38995.t1,ko05203
Montipora_capitata_HIv3___RNAseq.g39012.t1,ko04022
Montipora_capitata_HIv3___RNAseq.g39012.t1,ko04270
Montipora_capitata_HIv3___RNAseq.g39012.t1,ko04911
Montipora_capitata_HIv3___RNAseq.g39012.t1,ko04924
Montipora_capitata_HIv3___RNAseq.g39012.t1,ko04970
Montipora_capitata_HIv3___RNAseq.g39012.t1,ko04972
Montipora_capitata_HIv3___TS.g31532.t1,ko04217
Montipora_capitata_HIv3___TS.g31532.t1,ko05034
Montipora_capitata_HIv3___TS.g31532.t1,ko05322
Montipora_capitata_HIv3___RNAseq.g39017.t1,ko04217
Montipora_capitata_HIv3___RNAseq.g39017.t1,ko05034
Montipora_capitata_HIv3___RNAseq.g39017.t1,ko05322
Montipora_capitata_HIv3___RNAseq.g39030.t1,ko00511
Montipora_capitata_HIv3___RNAseq.g39030.t1,ko00513
Montipora_capitata_HIv3___RNAseq.g39030.t1,ko00520
Montipora_capitata_HIv3___RNAseq.g39030.t1,ko00531
Montipora_capitata_HIv3___RNAseq.g39030.t1,ko00603
Montipora_capitata_HIv3___RNAseq.g39030.t1,ko00604
Montipora_capitata_HIv3___RNAseq.g39030.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39030.t1,ko04142
Montipora_capitata_HIv3___RNAseq.41126_t,ko01040
Montipora_capitata_HIv3___RNAseq.41126_t,ko01212
Montipora_capitata_HIv3___RNAseq.41126_t,ko03320
Montipora_capitata_HIv3___RNAseq.41126_t,ko04152
Montipora_capitata_HIv3___RNAseq.41126_t,ko04212
Montipora_capitata_HIv3___RNAseq.g39032.t1,ko00511
Montipora_capitata_HIv3___RNAseq.g39032.t1,ko00513
Montipora_capitata_HIv3___RNAseq.g39032.t1,ko00520
Montipora_capitata_HIv3___RNAseq.g39032.t1,ko00531
Montipora_capitata_HIv3___RNAseq.g39032.t1,ko00603
Montipora_capitata_HIv3___RNAseq.g39032.t1,ko00604
Montipora_capitata_HIv3___RNAseq.g39032.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39032.t1,ko04142
Montipora_capitata_HIv3___RNAseq.g39044.t2,ko05231
Montipora_capitata_HIv3___RNAseq.g39047.t1,ko00534
Montipora_capitata_HIv3___RNAseq.g39047.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39050.t1,ko03060
Montipora_capitata_HIv3___RNAseq.g39055.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g39055.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g39055.t1,ko05212
Montipora_capitata_HIv3___RNAseq.g39057.t1,ko00790
Montipora_capitata_HIv3___RNAseq.g39233.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g39233.t1,ko04114
Montipora_capitata_HIv3___RNAseq.g39233.t1,ko04120
Montipora_capitata_HIv3___RNAseq.g39233.t1,ko04914
Montipora_capitata_HIv3___TS.g31751.t2,ko04662
Montipora_capitata_HIv3___TS.g31755.t4,ko04391
Montipora_capitata_HIv3___TS.g31755.t4,ko04392
Montipora_capitata_HIv3___RNAseq.g39243.t1,ko01040
Montipora_capitata_HIv3___RNAseq.g39243.t1,ko01212
Montipora_capitata_HIv3___RNAseq.g39243.t1,ko03320
Montipora_capitata_HIv3___RNAseq.g39243.t1,ko04152
Montipora_capitata_HIv3___RNAseq.g39243.t1,ko04212
Montipora_capitata_HIv3___RNAseq.g39257.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g39257.t1,ko04142
Montipora_capitata_HIv3___RNAseq.g39257.t1,ko04210
Montipora_capitata_HIv3___RNAseq.g39257.t1,ko04612
Montipora_capitata_HIv3___RNAseq.g39257.t1,ko04621
Montipora_capitata_HIv3___RNAseq.g39257.t1,ko04924
Montipora_capitata_HIv3___TS.g31776.t1,ko04320
Montipora_capitata_HIv3___RNAseq.g39263.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g39263.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g39263.t1,ko05212
Montipora_capitata_HIv3___RNAseq.g39264.t1b,ko01110
Montipora_capitata_HIv3___RNAseq.g39266.t2,ko01110
Montipora_capitata_HIv3___TS.g31796.t1,ko04062
Montipora_capitata_HIv3___TS.g31796.t1,ko04144
Montipora_capitata_HIv3___TS.g31796.t1,ko04520
Montipora_capitata_HIv3___TS.g31796.t1,ko04530
Montipora_capitata_HIv3___TS.g31796.t1,ko04666
Montipora_capitata_HIv3___TS.g31796.t1,ko04810
Montipora_capitata_HIv3___TS.g31796.t1,ko05100
Montipora_capitata_HIv3___TS.g31796.t1,ko05130
Montipora_capitata_HIv3___TS.g31796.t1,ko05131
Montipora_capitata_HIv3___TS.g31796.t1,ko05132
Montipora_capitata_HIv3___TS.g31796.t1,ko05231
Montipora_capitata_HIv3___TS.g31803.t4,ko04111
Montipora_capitata_HIv3___RNAseq.g39275.t1,ko04217
Montipora_capitata_HIv3___RNAseq.g39275.t1,ko04974
Montipora_capitata_HIv3___RNAseq.g39275.t1,ko05034
Montipora_capitata_HIv3___RNAseq.g39275.t1,ko05322
Montipora_capitata_HIv3___RNAseq.g39284.t1,ko00020
Montipora_capitata_HIv3___RNAseq.g39284.t1,ko00310
Montipora_capitata_HIv3___RNAseq.g39284.t1,ko00380
Montipora_capitata_HIv3___RNAseq.g39284.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39284.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g39284.t1,ko01120
Montipora_capitata_HIv3___RNAseq.g39284.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g39284.t1,ko01200
Montipora_capitata_HIv3___RNAseq.g39288.t1,ko03410
Montipora_capitata_HIv3___RNAseq.g39288.t1,ko05166
Montipora_capitata_HIv3___RNAseq.g39288.t1,ko05203
Montipora_capitata_HIv3___RNAseq.g39301.t2,ko04391
Montipora_capitata_HIv3___RNAseq.g39301.t2,ko04530
Montipora_capitata_HIv3___TS.g31819.t2b,ko00190
Montipora_capitata_HIv3___RNAseq.g39291.t1,ko03013
Montipora_capitata_HIv3___RNAseq.g39291.t1,ko05134
Montipora_capitata_HIv3___RNAseq.g39310.t1,ko03050
Montipora_capitata_HIv3___RNAseq.g39310.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g39312.t1,ko03050
Montipora_capitata_HIv3___RNAseq.g39312.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g39314.t1,ko00760
Montipora_capitata_HIv3___RNAseq.g39314.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39315.t1,ko00770
Montipora_capitata_HIv3___RNAseq.g39315.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39316.t1,ko04924
Montipora_capitata_HIv3___RNAseq.g39316.t1,ko04964
Montipora_capitata_HIv3___RNAseq.g39316.t1,ko04976
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko00061
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko00071
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko01100
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko01212
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko02024
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko03320
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko04146
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko04216
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko04714
Montipora_capitata_HIv3___RNAseq.g39319.t2,ko04920
Montipora_capitata_HIv3___TS.g31833.t1,ko00061
Montipora_capitata_HIv3___TS.g31833.t1,ko00071
Montipora_capitata_HIv3___TS.g31833.t1,ko01100
Montipora_capitata_HIv3___TS.g31833.t1,ko01212
Montipora_capitata_HIv3___TS.g31833.t1,ko02024
Montipora_capitata_HIv3___TS.g31833.t1,ko03320
Montipora_capitata_HIv3___TS.g31833.t1,ko04146
Montipora_capitata_HIv3___TS.g31833.t1,ko04216
Montipora_capitata_HIv3___TS.g31833.t1,ko04714
Montipora_capitata_HIv3___TS.g31833.t1,ko04920
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko00062
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko00071
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko00280
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko00281
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko00310
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko00380
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko00650
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko00930
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko01100
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko01110
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko01120
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko01130
Montipora_capitata_HIv3___RNAseq.g39326.t1a,ko01212
Montipora_capitata_HIv3___RNAseq.g39328.t1,ko04745
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko00061
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko00071
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko01212
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko02024
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko03320
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko04146
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko04216
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g39321.t1,ko04920
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko00061
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko00071
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko01212
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko02024
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko03320
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko04146
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko04216
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g39322.t1,ko04920
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko00061
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko00071
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko01212
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko02024
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko03320
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko04146
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko04216
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g39324.t1,ko04920
Montipora_capitata_HIv3___RNAseq.g39331.t1,ko03022
Montipora_capitata_HIv3___RNAseq.g39331.t1,ko03420
Montipora_capitata_HIv3___RNAseq.g39335.t1,ko04212
Montipora_capitata_HIv3___RNAseq.g39337.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g39395.t1,ko00471
Montipora_capitata_HIv3___RNAseq.g39446.t1,ko03030
Montipora_capitata_HIv3___RNAseq.g39446.t1,ko03420
Montipora_capitata_HIv3___RNAseq.g39446.t1,ko03430
Montipora_capitata_HIv3___TS.g31974.t2,ko03018
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko01522
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko04218
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko04934
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05161
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05166
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05167
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05212
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05214
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05215
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05218
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05219
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05220
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05222
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05223
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05224
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05225
Montipora_capitata_HIv3___RNAseq.g39461.t1,ko05226
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko01522
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko04110
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko04218
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko04934
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05161
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05166
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05167
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05206
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05212
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05214
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05215
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05218
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05219
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05220
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05222
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05223
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05224
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05225
Montipora_capitata_HIv3___RNAseq.g39462.t1,ko05226
Montipora_capitata_HIv3___RNAseq.g39463.t1,ko04977
Montipora_capitata_HIv3___RNAseq.g39504.t1,ko00900
Montipora_capitata_HIv3___RNAseq.g39504.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39504.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g39504.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g39569.t1,ko04140
Montipora_capitata_HIv3___RNAseq.g39569.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g39584.t1,ko05202
Montipora_capitata_HIv3___RNAseq.g39606.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g39606.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39606.t1,ko04714
Montipora_capitata_HIv3___RNAseq.g39606.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g39606.t1,ko04932
Montipora_capitata_HIv3___RNAseq.g39606.t1,ko05010
Montipora_capitata_HIv3___RNAseq.g39606.t1,ko05012
Montipora_capitata_HIv3___RNAseq.g39606.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko00010
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko00030
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko00051
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko00052
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko00680
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko01100
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko01110
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko01120
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko01130
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko01200
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko01230
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko03018
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko04152
Montipora_capitata_HIv3___RNAseq.g39613.t1b,ko05230
Montipora_capitata_HIv3___RNAseq.g39640.t1,ko00565
Montipora_capitata_HIv3___RNAseq.g39640.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39640.t1,ko01110
Montipora_capitata_HIv3___RNAseq.g39640.t1,ko01130
Montipora_capitata_HIv3___RNAseq.g39642.t1,ko04144
Montipora_capitata_HIv3___RNAseq.g39642.t1,ko04666
Montipora_capitata_HIv3___RNAseq.g39692.t2,ko04142
Montipora_capitata_HIv3___RNAseq.g39692.t2,ko04979
Montipora_capitata_HIv3___RNAseq.g39706.t2,ko05164
Montipora_capitata_HIv3___RNAseq.g39699.t1,ko00120
Montipora_capitata_HIv3___RNAseq.g39730.t1,ko01524
Montipora_capitata_HIv3___RNAseq.g39730.t1,ko03430
Montipora_capitata_HIv3___RNAseq.g39730.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g39730.t1,ko05210
Montipora_capitata_HIv3___RNAseq.g39765.t2,ko00564
Montipora_capitata_HIv3___RNAseq.g39765.t2,ko01100
Montipora_capitata_HIv3___RNAseq.g39738.t1,ko04080
Montipora_capitata_HIv3___RNAseq.g39738.t1,ko04713
Montipora_capitata_HIv3___RNAseq.g39740.t1,ko04080
Montipora_capitata_HIv3___RNAseq.g39740.t1,ko04713
Montipora_capitata_HIv3___RNAseq.g39742.t1,ko04080
Montipora_capitata_HIv3___RNAseq.g39742.t1,ko04713
Montipora_capitata_HIv3___RNAseq.g39744.t1,ko04080
Montipora_capitata_HIv3___RNAseq.g39744.t1,ko04713
Montipora_capitata_HIv3___RNAseq.g39770.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g39770.t1,ko04340
Montipora_capitata_HIv3___RNAseq.g39770.t1,ko04341
Montipora_capitata_HIv3___RNAseq.g39775.t1,ko00510
Montipora_capitata_HIv3___RNAseq.g39775.t1,ko00513
Montipora_capitata_HIv3___RNAseq.g39775.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39775.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g39777.t1,ko03040
Montipora_capitata_HIv3___RNAseq.g39783.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g39785.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g39804.t1,ko03010
Montipora_capitata_HIv3___TS.g32338.t1,ko03010
Montipora_capitata_HIv3___TS.g32344.t3,ko00480
Montipora_capitata_HIv3___TS.g32344.t3,ko00980
Montipora_capitata_HIv3___TS.g32344.t3,ko00982
Montipora_capitata_HIv3___TS.g32344.t3,ko00983
Montipora_capitata_HIv3___TS.g32344.t3,ko01524
Montipora_capitata_HIv3___TS.g32344.t3,ko05200
Montipora_capitata_HIv3___TS.g32344.t3,ko05204
Montipora_capitata_HIv3___TS.g32344.t3,ko05225
Montipora_capitata_HIv3___TS.g32344.t3,ko05418
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko04010
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko04014
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko04015
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko04151
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko04390
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko04810
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko05200
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko05218
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko05224
Montipora_capitata_HIv3___RNAseq.g39826.t1,ko05226
Montipora_capitata_HIv3___RNAseq.g39832.t1,ko00534
Montipora_capitata_HIv3___RNAseq.g39832.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39833.t1,ko00534
Montipora_capitata_HIv3___RNAseq.g39833.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04020
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04068
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04072
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04080
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04540
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04720
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04723
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04724
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04730
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04742
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko04915
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g39839.t1,ko05030
Montipora_capitata_HIv3___RNAseq.g39840.t1,ko00230
Montipora_capitata_HIv3___RNAseq.g39840.t1,ko00240
Montipora_capitata_HIv3___RNAseq.g39840.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39840.t1,ko03020
Montipora_capitata_HIv3___RNAseq.g39840.t1,ko04623
Montipora_capitata_HIv3___RNAseq.g39840.t1,ko05169
Montipora_capitata_HIv3___RNAseq.g39878.t1,ko00510
Montipora_capitata_HIv3___RNAseq.g39878.t1,ko00513
Montipora_capitata_HIv3___RNAseq.g39878.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39878.t1,ko04141
Montipora_capitata_HIv3___RNAseq.g39863.t1,ko03010
Montipora_capitata_HIv3___TS.g32377.t1,ko04624
Montipora_capitata_HIv3___TS.g32377.t1,ko05205
Montipora_capitata_HIv3___RNAseq.g39881.t1,ko04962
Montipora_capitata_HIv3___RNAseq.g39881.t1,ko05016
Montipora_capitata_HIv3___RNAseq.g39886.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g39888.t1,ko03010
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko00190
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko01100
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko04142
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko04145
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko04150
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko04721
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko05110
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko05120
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko05152
Montipora_capitata_HIv3___RNAseq.g39901.t1,ko05323
